,Astro,Endo,Excitatory L2/3,Excitatory L4,Excitatory L5,Excitatory L6,Inhibitory Other,Inhibitory Pvalb,Inhibitory Sst,Inhibitory Vip,Micro,Neuron Other,Olig,Other,Smc
0,0.272847,0.026362767,6.000531e-06,1.5451058e-05,0.11510711,0.21235976,0.044792123,8.958502e-05,0.19799943,0.04103122,0.0008825574,2.1357435e-05,0.0003473942,5.9614274e-07,0.088137664
1,0.3197509,0.056096766,0.030744817,4.455381e-06,0.10538883,0.05297609,0.07592238,0.008767068,0.10944629,0.028608082,0.00070712983,0.0017543519,0.043838862,0.010921938,0.15507211
2,0.29785636,0.034194194,2.3920507e-05,3.559442e-06,1.3941245e-05,0.011450767,3.349179e-05,2.8907016e-06,0.0061615095,0.00070607977,0.03509075,0.07742813,0.34791446,0.03439342,0.1547265
3,0.37938008,0.04866133,2.2224215e-06,0.034253895,2.4741514e-06,0.035619933,5.803911e-06,0.031461418,6.1771686e-07,1.7799715e-05,0.016740872,0.06377022,0.24873935,1.6746918e-06,0.14134237
4,0.09078633,0.034620173,0.039710984,3.502332e-06,0.2069338,0.24583137,0.013264093,0.028525257,0.044617917,0.07056947,0.013575812,0.04405256,0.042212166,0.010407283,0.114889264
5,0.1081845,0.020201402,0.07011323,0.00010547478,0.24198,0.36013088,0.0075219125,0.004887441,0.0029615862,0.03965072,0.021310896,0.00031439334,0.003274448,0.002309193,0.11705401
6,0.09095505,1.6594404e-05,0.16673303,5.59394e-05,0.10187273,0.34652102,0.101772085,0.033391852,0.0017503817,0.020201506,0.025927741,5.7698933e-05,0.015306432,0.017358491,0.078079544
7,0.13201337,0.03779709,0.16512185,2.5014624e-05,0.2803776,0.110296555,4.7432854e-06,0.009962839,0.0031855186,0.07988861,0.030196767,0.023006355,0.027711783,0.022482745,0.077929184
8,0.11913899,0.00114079,0.09226821,0.028360186,0.26947832,0.09642154,0.052836716,0.14951134,0.00913717,0.00011432485,0.010150146,0.04258155,0.036450613,0.0015596497,0.09085049
9,0.18104915,2.8549418e-06,0.03597344,0.048151538,0.42696607,1.0722665e-05,0.016817296,0.041463945,7.417092e-07,0.011463669,0.046069223,0.02521002,0.04901816,0.02108822,0.09671502
10,0.10003844,0.024246536,0.057368297,0.0901246,0.3129639,1.5432475e-05,0.094757535,0.07856579,4.6846034e-07,0.11763133,0.027798545,0.009217151,0.00013662576,0.010258593,0.0768767
11,0.115464695,0.06403943,0.091871515,0.27074027,0.12733024,1.8174462e-05,0.007218245,0.032728463,0.04587377,0.045649275,0.011695197,0.04154413,0.0002942964,0.014017778,0.1315145
12,0.12403671,0.011644166,0.1663124,0.3309285,0.11494147,2.6168127e-05,0.0003290636,0.049428787,0.0043351613,0.04891358,0.008881246,0.017743355,0.00017807713,0.005334977,0.1169663
13,0.07346142,0.027325155,0.19938032,0.28519884,0.188455,0.029907864,6.6042034e-05,0.012989759,0.0031049894,0.057418216,0.030349482,0.00095321087,0.00048722385,0.0080230385,0.08287949
14,0.07432,0.057485215,0.22864974,0.101174384,0.032528568,0.07675854,0.021141414,9.4734355e-07,0.17328173,0.058601912,0.021736473,0.02673726,6.9809886e-08,0.005646433,0.121937364
15,0.15336376,0.089411624,0.33830133,0.072004676,0.044161443,0.059506904,0.01865527,0.017277038,5.546539e-07,0.035466988,0.026703622,0.033678442,8.7366736e-08,0.0017620616,0.1097062
16,0.18354428,0.06348699,0.23867774,0.10096773,0.00013552146,0.17088707,0.039427217,0.0160878,0.0019609744,0.015218002,0.020223381,0.033641562,0.00048199878,0.019001292,0.09625834
17,0.07226211,0.050209407,0.21572348,0.12876011,0.00019003385,0.06605997,0.0658276,0.010384752,5.2177666e-07,0.1893429,0.023259182,0.07204686,1.0530122e-07,0.013631051,0.09230191
18,0.25590563,3.017143e-06,0.19730954,1.8550149e-05,8.884144e-06,4.891334e-06,2.8725287e-06,2.5438073e-06,9.361567e-07,0.046842,0.32561293,0.015937684,3.099317e-07,9.229652e-07,0.15834928
19,0.31656554,0.034835115,3.3242434e-06,2.0502243e-06,1.1254286e-05,0.13759305,0.04281272,0.051861096,7.95146e-07,0.31885293,1.0476301e-05,1.8597467e-06,0.00044561687,0.0046793837,0.09232482
20,0.32513377,0.024932262,0.064812854,3.7703262e-06,0.05279966,1.122139e-05,0.025078984,0.020620754,0.24055338,0.06152603,0.021485886,0.029890547,0.044866756,0.014989008,0.07329503
