"","L2/3 IT CTX-1","L4/5 IT CTX","L5 IT CTX","L5 NP CTX","L5 PT CTX","L6 CT CTX","L6 IT CTX","L6b CTX","Lamp5","Sst","Vip"
"1",0.0650489469248697,0,0.0710221854164701,0,0.207313271713551,0.0884335419040945,0,0,0,0.461490047464756,0.106692006576258
"2",0,0,0.018107046206085,0,0.600643165126657,0,0,0,0,0.368619951992807,0.0126298366744508
"3",0,0.0119640209607194,0.0398803573103336,0.0149100837202091,0.247811964202566,0,0,0,0,0.666165154307772,0.0192684194983993
"4",0,0,0.0206714614609517,0.12111469926797,0,0.0159496932359464,0,0,0,0.755416043861335,0.0868481021737966
"5",0,0,0.0136766126385668,0.301730822552249,0,0.0307956046593325,0.0572892669067531,0,0,0.536129821147344,0.0603778720957554
"6",0.0254621840806608,0,0.0371496053336725,0,0.864532064594522,0,0,0,0,0.0585735864947392,0.0142825594964059
"7",0.0283529882198671,0,0.0232532107329859,0,0.637455806188247,0.0217377520457267,0.013848256298452,0,0.0163550636226139,0.234878507088846,0.024118415803261
"8",0,0,0,0.0324961015467263,0.755102926809932,0.0764083221455481,0.0152702402623411,0,0,0.104296969561617,0.0164254396738359
"9",0.0133212967137906,0,0.0207326390836538,0,0.852887278709933,0.0968310728592553,0,0,0,0,0.0162277126333674
"10",0.0265742103299398,0.0181997114166292,0,0.0437141339817085,0.732983541854185,0.10517636231978,0.0177446081365766,0,0.0300346396295264,0,0.0255727923316542
"11",0.014927529369384,0.0100731220935474,0.0157482722386288,0.0460331739959002,0.795587849410942,0.0531750385426288,0.0285982567795068,0,0.0221320568193945,0,0.0137247007500677
"12",0.114276762937873,0.131171506033469,0.269805787095853,0.0966342321986193,0,0,0,0,0.293621069052678,0,0.094490642681507
"13",0.0947307924171913,0,0.0438792418946952,0.180423761052027,0.239294589308405,0.0193558256058055,0,0,0,0.385808258219231,0.036507531502644
"14",0.069000768774904,0,0.0319022820516205,0.0771464627723959,0,0,0.0189322281088813,0,0,0.746697834899983,0.0563204233922153
"15",0,0.0245895593007034,0,0.397590625329831,0.348197582448635,0.022200911567164,0.0173828084454934,0,0.155987780428335,0,0.034050732479839
"16",0,0,0,0.0520580656392473,0.833616472252172,0,0.0643021560013228,0,0.0282836548132517,0,0.0217396512940062
"17",0.0566698610656559,0.0746136988595908,0.0770046073340398,0,0.583710044269766,0.0497235911011745,0.0409152103362194,0,0,0.0725469106937922,0.0448160763397609
"18",0,0.0113890264234065,0.0223002930824207,0,0.8195180022762,0,0,0,0,0.119632990294322,0.0271596879236501
"19",0.0802676081751689,0.161786936215325,0.585681913579312,0,0,0,0,0,0,0,0.172263542030194
"20",0.0588024672142311,0.0412884192991132,0.312459062240097,0.322868342983294,0,0,0.157356733061973,0,0,0.0614453041422277,0.0457796710590646
"21",0.0561052718446437,0,0.117402910961624,0.0405224035986882,0,0,0,0,0,0.765444180194605,0.0205252334004388
"22",0,0,0,0,0.857596138966542,0,0.0113216375747247,0,0,0.120534423397777,0.0105478000609565
"23",0.0424435200934346,0,0.0408974928779465,0,0.364755633740072,0.0150335257197626,0.104257660713882,0,0,0.408829621610396,0.0237825452445059
"24",0.059676644375012,0,0.0585017321562293,0,0.356172430032376,0,0.066088449433883,0,0,0.397884185011771,0.061676558990729
"25",0,0,0,0.0215779102453902,0.0319938484774845,0.010842569719723,0.0287410280617514,0,0,0.906844643495651,0
"26",0,0,0,0.581605993710659,0,0.0388805576051082,0.0569013247487761,0,0,0.227800439955535,0.0948116839799221
"27",0,0,0.0142577094617292,0,0.886490241003173,0.0136439370776985,0,0,0,0.0629979534645157,0.0226101589928834
"28",0,0,0,0.0978683282812122,0.124570034918801,0.055265619751109,0.0224370292884091,0,0,0.628351894012635,0.0715070937478342
"29",0,0,0,0.119199117820884,0,0.0153962781700592,0.0138280574895098,0,0,0.790505747993418,0.0610707985261283
