L2/3 IT CTX-1,L4/5 IT CTX,L5 IT CTX,L5 NP CTX,L5 PT CTX,L6 CT CTX,L6 IT CTX,L6b CTX,Lamp5,Sst,Vip
5.101554e-05,0.0068498435,0.045433745,0.79451174,0.001779189,7.056849e-05,0.00011366569,0.0043460666,0.008911752,0.04223754,0.09569489
2.2434644e-05,0.0020442372,0.047570508,0.70892864,0.00039192798,8.30466e-06,0.00041987307,0.00065175164,0.0027569768,0.16711405,0.07009137
0.00022516126,0.0044197952,0.048984576,0.7861686,0.0018373921,6.140688e-06,0.00067434355,0.00040876868,0.0029365153,0.08660658,0.06773226
0.0005034616,0.008728966,0.030291783,0.8383908,0.013441509,9.465263e-06,0.00012249142,0.0012427712,0.002709916,0.01949879,0.08506013
0.00084445754,0.0016715191,0.017349012,0.6848622,0.052771643,0.0006820695,0.00013386372,0.12634715,0.0053793807,0.01671012,0.093248636
0.0006646348,8.033201e-05,0.000796067,0.03890758,0.033506535,0.034775287,0.00056884094,0.7749126,0.013598452,0.026946064,0.07524361
0.0003571895,9.075443e-06,6.9454654e-05,0.0009146536,0.0026114928,0.19670464,0.0037720236,0.604606,0.008273367,0.11116336,0.0715188
0.00027657015,1.24520375e-05,9.2079026e-05,0.00014072547,0.00031359625,0.5548405,0.02670522,0.33125994,0.0015522105,0.073053665,0.0117530795
0.00037030355,4.0094325e-05,0.00034092396,9.059563e-05,0.00026013015,0.6887153,0.07816857,0.17575166,0.0033357558,0.048760414,0.0041663437
0.00046928565,9.3445444e-05,0.003743563,0.00070152263,0.00037729926,0.7520543,0.106574394,0.095751286,0.021713119,0.014558221,0.0039636027
0.0014602419,0.00030622873,0.036376476,0.009760323,0.002174729,0.5239141,0.2019293,0.108337425,0.09457484,0.017779185,0.00338714
0.0029643625,0.000101510625,0.09026991,0.05091451,0.011695691,0.22077698,0.31334776,0.13207617,0.16547057,0.011794192,0.00058837736
0.003283313,3.376142e-05,0.10605024,0.12277269,0.020731594,0.029687392,0.36320096,0.10516994,0.20844464,0.04044032,0.00018508713
0.0033560847,3.2024196e-05,0.13575244,0.27052253,0.008705229,0.0029004493,0.33263302,0.03884764,0.15351047,0.05359059,0.00014952662
